"SNP Name","Position (cM)","Mean LOD","Mean P Value","Variance LOD","Variance P Value","Joint LOD","Joint P Value","A Mean Est","A Mean Lower Bound","A Mean Upper Bound","A Standard Deviation Est","A Standard Deviation Lower Bound","A Standard Deviation Upper Bound","B Mean Est","B Mean Lower Bound","B Mean Upper Bound","B Standard Deviation Est","B Standard Deviation Lower Bound","B Standard Deviation Upper Bound"
"umc1073",206.84,NA,NA,NA,NA,NA,NA,65.319488817891,63.2214745340998,67.4175031016821,1.80930074347719,0.9087335911441,3.6023419979729,63.439759036144,62.46878817955,64.410729892738,1.51347546907196,0.587897401469578,3.89627167896426
"IDP1410",209.61,0.0474676223952597,0.976545620672914,36.7016046353803,1.07237780035142e-08,36.7214737034355,2.05567845296002e-07,64.8363095238097,62.875622126152,66.7969969214674,1.73668693690832,0.855875060470391,3.52397406599318,63.9121621621624,62.8391762538337,64.9851480704911,1.48559012782473,0.511517486104346,4.31457005448314
"umc11a",217.14,NA,NA,NA,NA,NA,NA,65.5330882352938,63.1373527345402,67.9288237360474,1.9115722221857,0.961020353793663,3.80232150776752,63.5443037974681,62.5384192029145,64.5501883920216,1.56361027924459,0.634262653996951,3.85467611872209
"asg26",256.24,0.897954145130896,0.638280732665732,48.8691725444458,2.44452236159386e-11,49.0963154013143,5.57481112408197e-10,65.520295202952,63.138967993587,67.9016224123171,1.95634895081477,1.00730435931485,3.79954795386503,63.8285714285715,62.854861668679,64.8022811884641,1.62265805557879,0.763373487741695,3.44918864437388
"fad8",259.04,0.394243846582295,0.821090517151355,42.76501209253,5.17244182541566e-10,42.8349855972909,1.11966499383082e-08,65.1216730038022,62.6875168830846,67.5558291245198,1.9793276666283,1.01938143627707,3.84325030107315,64.150442477876,63.1550949992527,65.1457899564992,1.65279137054015,0.807868682972319,3.38139028298686
"gpm498c",276.24,0.393349665659703,0.821457700965508,28.3576996538297,6.95350482647427e-07,28.5886291027371,9.47519345320365e-06,65.6435331230283,63.600297226315,67.6867690197416,1.73962231785824,0.839412944852662,3.60524081424747,62.4999999999999,61.1638351165651,63.8361648834347,1.52821084867824,0.50643203972032,4.61153366068157
"gpm28c",294.93,0.190288922672145,0.90924157472756,30.6382460038702,2.22325569091726e-07,30.6822332880831,3.55401638168838e-06,64.7819314641744,62.7599279481079,66.8039349802409,1.73682404111693,0.840812536816374,3.58766980476237,64.4109589041096,63.1509029773787,65.6710148308406,1.51993880798078,0.518402506934059,4.45640973780993
"gpm933",355.89,0.347067112048072,0.840688940510271,39.6433271577797,2.46354718892922e-09,39.7872291270309,4.78990112596668e-08,65.2354948805461,63.0233963040493,67.447593457043,1.80287547949286,0.877583353409487,3.70376213487718,64.2167832167833,62.9836139824321,65.4499524511345,1.54703960369032,0.551988640695802,4.33583475987732
"IDP99",389.16,NA,NA,NA,NA,NA,NA,64.6317567567562,62.460253540065,66.8032599734475,1.82363763810144,0.905500147388824,3.67272633217158,64.5513513513508,63.3932995536425,65.7094031490591,1.5799984407966,0.651719059192368,3.83047731642728
"gpm850c",395.95,NA,NA,NA,NA,NA,NA,65.153583617747,62.9626920126613,67.3444752228328,1.79299872060241,0.868545703355397,3.7014107601502,64.3935483870964,63.0978651527571,65.6892316214357,1.56501371295668,0.577723752887435,4.23951397099586
"bnlg2295",396.56,0.314851334263357,0.854340316814534,27.385637117854,1.13053616109206e-06,27.4488641073204,1.61284801538204e-05,64.5531249999996,62.5373000897979,66.5689499102013,1.76110941184879,0.867689243547231,3.57444371192502,64.5777777777775,63.3954873221864,65.7600682333685,1.54686612965429,0.601944657612707,3.97510766614556
"IDP751",410.97,0.0360586002302123,0.982132255348587,31.4978187745968,1.44655701958749e-07,31.5035168949483,2.41634325370467e-06,64.4983164983167,62.326604393466,66.6700286031675,1.81757598205497,0.899738813814808,3.67171272353608,64.6628571428573,63.5067545898769,65.8189596958377,1.56799815072234,0.627362463449468,3.91897562240224
"mmp39",423.58,NA,NA,NA,NA,NA,NA,65.7327586206894,62.9918709725444,68.4736462688345,2.07035583738185,1.05635230231575,4.05771188644591,64.6224489795917,63.5671280478049,65.6777699113784,1.69049913852257,0.812964211730796,3.51526831822196
"gpm429c",434.37,1.42382426351058,0.490705007192623,33.2110171513325,6.14213356702718e-08,33.4607169393955,9.61203077310912e-07,64.8529411764708,62.9274245804977,66.7784577724439,1.69422073656661,0.81324654512923,3.52953716361155,64.1653543307088,62.8836298792115,65.4470787822061,1.48336140220572,0.446385857490054,4.92928038071358
"mmp101",439.58,NA,NA,NA,NA,NA,NA,65.2352941176467,62.9920043451067,67.4785838901866,1.8040726069478,0.873301490955474,3.72686638560358,64.6060606060602,63.4275868561325,65.784534355988,1.52520544880573,0.521317777531941,4.46225270137493
"umc1676",449.18,0.194939803587153,0.907129644120202,25.986005223425,2.2762012755513e-06,26.0037965902382,3.1588880500662e-05,64.80376344086,63.0296944188137,66.5778324629064,1.65442223464133,0.7995032797932,3.4235168255765,63.8593749999999,62.6051693128757,65.113580687124,1.45927791790937,0.422402304762678,5.04138357600662
"umc1906",465.39,0.54988710158734,0.759615001678691,25.1168194874555,3.5152154373451e-06,25.7447493239509,3.56245613014196e-05,61.9129032258065,61.1684890803105,62.6573173713025,10.5143672940352,9.28705371815874,11.9038742478379,65.0967741935484,63.8900565692026,66.3034918178942,10.7568783150443,8.84004900345916,13.0893427219003
"umc1903a",466.29,1.00270003469042,0.605712385268245,25.0251767607859,3.6800346856005e-06,25.7279296103802,3.59036429978395e-05,64.7088948787059,62.9329784027875,66.4848113546243,1.63656506534683,0.777589865060426,3.44441888128974,65.6574074074072,64.3497982047529,66.9650166100614,1.43877026813349,0.362240082155287,5.7146074839325
"mmp124",467.79,1.75911246450248,0.414967019808125,25.4034354516409,3.04588905960579e-06,26.235539898975,2.83655361518306e-05,65.274247491639,63.0946096068261,67.453885376452,1.73635653321624,0.811851795202141,3.71365072819978,63.9425287356324,62.3999833473813,65.4850741238835,1.49971722800259,0.366383863884458,6.13878498938769
"umc1321",471.59,NA,NA,NA,NA,NA,NA,64.2905982905981,62.4213678374954,66.1598287437009,1.64734751647543,0.770416811701022,3.52244888587778,66.0212765957445,64.4751366810852,67.5674165104039,1.46225563889508,0.336687691895136,6.35066741360543
"AY109499",516.1,NA,NA,NA,NA,NA,NA,66.2835820895524,63.8680322031885,68.6991319759163,1.95280464557869,0.998382707971566,3.81962343031919,64.0631578947371,63.1257873116478,65.0005284778264,1.59292223946611,0.71805399427158,3.53371930415868
"mbd119",527.67,0.418995255797354,0.810991563184971,43.1854206070767,4.19184355489434e-10,43.479229617884,8.2297824228569e-09,65.8013029315958,63.6745945584282,67.9280113047634,1.83661896629978,0.931445740235695,3.62143395118057,62.5729729729726,61.5833923920252,63.5625535539201,1.54763430432528,0.645398175072831,3.71115387745573
"nact15",547.22,0.777051104067671,0.678055895951332,37.8464735831647,6.04982318117796e-09,38.3164317999405,9.64150084909224e-08,65.6656534954405,63.6770092552883,67.6542977355926,1.76156731125934,0.876651389460292,3.53974160014493,62.083832335329,61.0326812665619,63.1349834040962,1.50967836745598,0.56688595735885,4.02043610990672
"umc1748",552,NA,NA,NA,NA,NA,NA,66.1363636363632,63.8682538589989,68.4044734137275,1.89656561686023,0.967129098536586,3.71921509186228,62.4175257731953,61.4355379515575,63.3995135948331,1.58243597535382,0.698553029841221,3.58470081600413
"gpm894",557.89,1.66897547842528,0.434096795252929,58.4615000017379,2.01951262601872e-13,58.7350094868857,5.34889226543266e-12,64.8269230769231,63.9501207773479,65.7037253764982,2.19544378725081,1.44626338773925,3.33270790358084,66.8823529411766,62.2845185246706,71.4801873576825,3.26255839076794,1.83195857095186,5.81033186118378
"IDP4057",582.07,0.604094894765736,0.739302986065504,40.3493062257177,1.73085018478709e-09,40.6900830904354,3.11571501526549e-08,65.8253968253968,63.746345126972,67.9044485238215,1.80006177896363,0.901688933352729,3.5935035778222,62.1834319526627,61.1766285558453,63.1902353494801,1.52024309977224,0.591593458542019,3.90663393760457
"umc1925",604.91,NA,NA,NA,NA,NA,NA,66.4301075268819,64.1076934797889,68.7525215739749,1.95571970323699,1.01825401521515,3.75627250222157,62.2036199095026,61.3061259428739,63.1011138761313,1.6079464009274,0.772308539605201,3.34774445143009
"gpm260a",607.21,0.800159237442293,0.670266678135385,52.6808956419636,3.6348698110307e-12,53.1776893695846,7.82248947495216e-11,66.3082706766918,63.8792849676828,68.7372563857008,1.91747434010431,0.959261107848735,3.83285407369838,62.1402439024391,61.0868190651679,63.1936687397104,1.58451547279462,0.655872403586924,3.82801482391202
"umc2237",616.91,NA,NA,NA,NA,NA,NA,63.0456140350877,62.2426061005956,63.8486219695799,10.4730715441735,9.18373275533,11.9434254558112,64.0833333333334,62.9839389715782,65.1827276950885,10.9549872156862,9.23208206867652,12.9994235323183
"umc2239",629.01,NA,NA,NA,NA,NA,NA,62.4969696969697,61.7536430076607,63.2402963862787,2.87391191161851,2.19121960059598,3.76930257172596,71.3535353535354,65.1118241510983,77.5952465559725,5.33926179833744,3.25410497280628,8.76053993015506
"gpm192",630.33,NA,NA,NA,NA,NA,NA,62.9868995633187,62.0747087144486,63.8990904121888,1.82897205367022,1.03011239891314,3.24735317877553,66.7354497354496,63.3798372581986,70.0910622127007,2.41457104650448,1.28351062611028,4.5423491009858
"IDP716",639.93,NA,NA,NA,NA,NA,NA,62.7407407407407,61.8746926483563,63.6067888331251,1.7934443799807,1.0130500488925,3.17500872498915,66.4471153846153,63.376537709589,69.5176930596416,2.34192970212464,1.26315807992897,4.34200185775798
"bcd98a",647.91,0.838366768334105,0.65758359379034,71.4856780976896,2.99973046328451e-16,71.5919985460842,1.0466359385345e-14,63.7433962264151,62.9314224708734,64.5553699819568,1.78098504901792,1.02847464413116,3.08408939678328,65.3409090909091,62.4161248004068,68.2656933814113,2.32352215576329,1.27181918691388,4.24490781698554
"umc1358",651.81,NA,NA,68.2262963921604,1.53055160845338e-15,68.3559489734561,5.04620753069307e-14,63.6136363636359,62.8200094402822,64.4072632869896,1.73907227245535,0.985152501105324,3.06995350002129,65.5732758620684,62.7903357212269,68.35621600291,2.25039485953702,1.22736165920507,4.12614895198097
"AY111834",655.11,NA,NA,NA,NA,NA,NA,63.6164383561639,62.7648233670182,64.4680533453097,1.63280636301236,0.812552423844985,3.28108875299138,65.7286821705421,63.2134300327981,68.2439343082861,2.04602122753665,1.07565336009908,3.89177686680122
"hmga102",682.49,0.103215298253616,0.949701409931766,80.2510563248139,3.74717982911877e-18,80.3818023148297,1.44582156452442e-16,63.8523985239852,63.059208222484,64.6455888254865,1.84001864794295,1.10327013160271,3.06875762136286,65.6633663366336,62.4878914887858,68.8388411844815,2.47033804506306,1.36602412662478,4.46739551516152
"gpm415a",687.82,NA,NA,NA,NA,NA,NA,64.0384615384613,63.2454877595339,64.8314353173887,2.16560914830973,1.43913562959604,3.25880541541398,66.7089552238803,61.9988832729912,71.4190271747695,3.36314193143144,1.90338848949951,5.9424146533147
"IDP820",717.45,NA,NA,NA,NA,NA,NA,63.6623376623381,62.7983105285284,64.5263647961478,1.66304883892253,0.854713485160785,3.23585796721259,65.3675889328068,62.8087079656046,67.926469900009,2.07981784249498,1.10102085591647,3.92875596744247
"umc1245",720.33,NA,NA,NA,NA,NA,NA,63.7069767441862,62.8269469355805,64.5870065527919,1.77520348997858,0.967208847719338,3.25818714154957,65.3000000000001,62.0963988180945,68.5036011819057,2.35375640008061,1.25407244545473,4.41774254031358
"cdo98b",743.14,NA,NA,51.1641424984585,7.75974805632234e-12,51.3211911077988,1.91255879627827e-10,64.1153846153847,62.9988639799585,65.231905250811,1.59803226069929,0.650148352496683,3.92788368443757,65.733082706767,63.2894724680847,68.1766929454494,1.92657343805895,0.967565762778491,3.83610639712562
"gpm243b",772.83,0.567725518152564,0.752869962185391,64.0286977404647,1.24837465807403e-14,64.6805791016887,3.00441604150133e-13,67.339805825243,64.2687728830779,70.4108387674081,2.35255861144095,1.27021664206012,4.35715596615764,62.5555555555558,61.6795900854852,63.4315210256263,1.81962637865021,1.05241757162831,3.14612777963863
"AY106137",808.46,NA,NA,NA,NA,NA,NA,66.3181818181825,63.1147585729902,69.5216050633749,2.43747742189978,1.32812843250996,4.47343497574483,63.2471482889739,62.3783336617905,64.1159629161574,1.85660128029275,1.09625991853518,3.14429840561036
"IDP630",808.81,1.2912006539725,0.524347667547197,89.0077543486826,4.70123239261616e-20,89.4240326823798,1.74521286811451e-18,67.0992907801423,62.6413417848345,71.5572397754501,3.58308532882426,2.12267589352187,6.04826224899295,63.5072886297379,62.7760056851445,64.2385715743311,2.31100423576585,1.65203517164662,3.2328249842311
"nfc103a",809.71,1.31488287068751,0.518175425212203,89.2720415119172,4.11929117609241e-20,89.6929212802864,1.53015499645553e-18,66.8296296296296,62.1868341228355,71.4724251364236,3.74442800600081,2.22689157409648,6.29610406506291,63.4147058823529,62.6596653760111,64.1697463886947,2.39077273555829,1.72316716046069,3.3170283210137
"IDP3841",816.54,1.06835283696152,0.586151835228876,90.2042778286902,2.58457981028696e-20,90.4873867390015,1.0374475311666e-18,66.5925925925924,61.9438987471549,71.2412864380299,3.68481645277556,2.17712766491315,6.23659903342742,63.4444444444443,62.6697313867381,64.2191575021506,2.36616273209821,1.68472050510202,3.32323733094909
"csu696",819.95,0.787377974894859,0.674563821434925,91.466871718464,1.37474189483216e-20,91.7094777561118,5.70549669377425e-19,67.9478260869569,62.5270825201299,73.3685696537839,4.25048263922466,2.51862271971224,7.17320721557474,63.8025477707008,62.9949384066119,64.6101571347898,2.57925829757245,1.87911181114588,3.54027542487724
"umc2047",840.75,NA,NA,NA,NA,NA,NA,60.180327868853,59.0648047275863,61.2958510101197,1.44096418547202,0.415438308430207,4.99804120534511,66.0926966292141,64.2416543283684,67.9437389300597,1.67698363038179,0.809702306753778,3.4732198156176
"nfa103a",890.58,0.371096914589914,0.830648583622258,30.8773324461804,1.97275181384406e-07,31.0542237692391,2.98440635281977e-06,62.5813953488366,61.390780310607,63.7720103870662,1.47009301437503,0.447581996458621,4.82855317687931,65.3333333333329,63.4559913080402,67.2106753586255,1.69361226505668,0.823588461311459,3.48271331993042
"gpm85",902.62,NA,NA,NA,NA,NA,NA,63.1583333333333,61.9321783841777,64.3844882824889,1.55545817401069,0.532236895174912,4.54581437895533,64.8543307086613,62.3210022140088,67.3876592033138,1.87598557773946,0.89762925509656,3.92068536971634
"hxa102b",911.9,0.37825042199252,0.827682865210202,33.6446676127135,4.94485151634538e-08,33.6999237384635,8.58601875158772e-07,63.704225352113,62.5353681815242,64.8730825227017,1.49294709115912,0.495853682443255,4.49505790905478,64.8278931750745,62.8794967313618,66.7762896187872,1.72350389645224,0.842716353735308,3.52487010358773
"npi407",915.2,0.269464965235994,0.873949677148111,33.1629956449088,6.29139559624292e-08,33.2360019430758,1.06868695308e-06,63.3999999999998,62.0988219043576,64.7011780956419,1.4934236348724,0.446005961240481,5.00063754079047,64.9233128834353,62.9129724057905,66.9336533610801,1.71993639431929,0.82619923598867,3.58046954251189
"lim99a",924.8,NA,NA,NA,NA,NA,NA,63.7484276729563,62.6759901184799,64.8208652274326,1.49213948280425,0.531976114388108,4.18530113650741,64.9413489736073,63.0135104145104,66.8691875327042,1.73164047491755,0.856249208406817,3.50199300032288
"IDP1420",928.48,NA,NA,NA,NA,NA,NA,61.0662251655625,60.0606793295471,62.0717710015779,1.48073884682513,0.522547048223857,4.19596195203793,66.1351351351347,64.1577618043327,68.1125084659366,1.75067345769241,0.868151114638782,3.5303272711271
"ufg14",993.5,0.523666774160163,0.769639244867499,76.8234632988691,2.07968186285422e-17,76.9291230501334,7.78503308768069e-16,66.0569620253165,62.0826174964884,70.0313065541445,2.92597697905048,1.63940271848597,5.22223196618825,63.556338028169,62.717534380152,64.395141676186,2.0686166641383,1.34284977879261,3.18663708385773
"IDP3913",999.38,0.941841890067639,0.62442694051089,13.4006784390599,0.00123049442412891,13.8324885584706,0.00784932770878731,61.0869565217389,60.056903355117,62.1170096883608,1.50541982075112,0.559610616869648,4.04976025899493,66.2817337461299,64.2541709034632,68.3092965887965,1.7724984818946,0.881377965616461,3.56458975704166
"npi241a",1024.2,0.000274145304062815,0.999862936741995,86.2328309181831,1.88268944005342e-19,86.2507322136246,8.23341092769503e-18,65.8492063492062,60.8910946506349,70.8073180477775,3.75064232207477,2.18262406482893,6.44514007465642,64.3859060402683,63.5783884034844,65.1934236770523,2.37814026890575,1.67242810411858,3.3816408159272
"mtf1",1034.39,0.680776673354889,0.711493969902813,96.6165259302314,1.04709952822708e-21,96.8965183713725,4.50131478307618e-20,65.6470588235288,61.0159577440912,70.2781599029663,3.51016353512055,2.03624893451004,6.0509537092795,64.008571428571,63.3048400838685,64.7123027732735,2.25044550885136,1.60268157218457,3.16001947998063
"IDP3868",1051.71,0.0110412991810887,0.994494561191401,69.272804728738,9.06988081561969e-16,69.2867553665179,3.2103404446039e-14,64.9711538461537,61.8980417429947,68.0442659493126,2.37890375986496,1.29730034366034,4.36227672824955,64.250922509225,63.4323964014447,65.0694486170052,1.8118247263202,1.06514995213345,3.08192178230881
"php15058",1056.3,NA,NA,NA,NA,NA,NA,61.688311688312,60.5425340592955,62.8340893173284,1.56805641927757,0.606291831947666,4.05547428560747,65.6857142857147,63.3745940562886,67.9968345151407,1.85807102233584,0.918355127988815,3.75936042476828
"AY109916",1136.43,0.509064025759418,0.775279233772651,54.3210410402987,1.60079534406684e-12,54.9533181576966,3.32297915406147e-11,62.0925925925924,61.2602782576092,62.9249069275755,1.62389035872784,0.804575164029657,3.27753082006895,66.3073929961087,63.7792287376173,68.8355572546,2.04819141412657,1.07588248115056,3.89920659774621
"gpm71",1149.61,NA,NA,NA,NA,NA,NA,67.1691542288554,64.0101545380117,70.3281539196991,2.35818448177871,1.26249836864854,4.40478513731057,62.2301255230123,61.3569175264842,63.1033335195405,1.79880040259576,1.01424010697157,3.19025333955697
"IDP53",1157.21,1.05039943601616,0.591437231904757,60.564299241584,7.05715277939444e-14,61.5672786114252,1.35843524250342e-12,67.566666666666,64.893940926781,70.239392406551,2.14858669521224,1.14642599559233,4.02679702361238,61.5901639344256,60.7352968180613,62.44503105079,1.70273415817805,0.913240900649671,3.17474131016664
"IDP2371",1157.22,1.05039025654513,0.591439946451456,60.5642992941198,7.0571525940177e-14,61.5672772686528,1.35843612584328e-12,67.566666666666,64.893940926781,70.239392406551,2.14858669521224,1.14642599559233,4.02679702361238,61.5901639344256,60.7352968180613,62.44503105079,1.70273415817805,0.913240900649671,3.17474131016664
"umc2245",1171.91,1.94219552054747,0.378667124132407,58.7911808282095,1.71260532826293e-13,59.5757360357645,3.56182771036156e-12,66.6401673640164,63.9594767136321,69.3208580144007,2.08044477018384,1.07819188730593,4.01436005292179,64.0518867924526,63.1444771945907,64.9592963903145,1.66126899218855,0.826697373414783,3.33836147683328
"bnlg1017",1206.71,0.676422600490917,0.713044605479066,61.6382967711659,4.12490469935753e-14,62.7918041785804,7.50625036675378e-13,68.3609756097563,65.2664955006408,71.4554557188718,2.21417322993104,1.13782002011364,4.30873337213174,61.2178770949724,60.167380012622,62.2683741773227,1.74016252627784,0.853423606356217,3.54825621802371
"AY109603",1223.31,NA,NA,NA,NA,NA,NA,66.8801652892558,64.2399109929217,69.52041958559,2.05701965798058,1.06119198591079,3.98733681510695,62.4492753623185,61.4620741139675,63.4364766106696,1.67362956950653,0.818205848266159,3.42338782087935
"BE640649",1228.81,0.448829950406477,0.798983507222309,53.2383617913282,2.75065817736201e-12,53.6490787216893,6.23273352264106e-11,63.6220472440942,62.7664580327951,64.4776364553933,15.8992601339506,14.123561138337,17.8982106800861,62.5963302752291,61.6612867320434,63.5313738184148,16.1092594436513,14.1761508672236,18.3059733388471
"umc1961",1233.01,1.42741354376645,0.489825158038183,53.9610801637444,1.91646249104659e-12,54.8906860318849,3.4249177747052e-11,67.0912408759122,64.7291247936432,69.4533569581812,1.94732367280336,1.00219275990931,3.78377258183698,61.7009803921567,60.7605093086645,62.6414514756488,1.60338373035773,0.742504458834128,3.46238915630562
"IDP4006",1287.92,0.275161120389779,0.871464141848098,32.3818426524095,9.29762896587107e-08,32.5490731899602,1.4772873096791e-06,62.9360465116281,61.7741671189827,64.0979259042734,1.54881253327742,0.599751557610397,3.99968992626695,65.445512820513,63.3716360382795,67.5193896027465,1.78332433031193,0.881671195933345,3.60706540233046
"IDP225",1292.04,0.543414757779309,0.762077228350512,38.2712329174267,4.89223560638993e-09,38.6133330752149,8.3725913751338e-08,62.4670329670325,61.4093381199826,63.5247278140824,1.55838001313606,0.641532491470443,3.78554211615303,65.8112582781451,63.662815950301,67.9597006059892,1.82999003151448,0.918794557679804,3.64484474516167
"IDP591",1315.17,0.597291265783768,0.741822240264979,37.5866837154272,6.88898651563457e-09,37.979783875382,1.13137132165861e-07,62.2099447513819,61.1035681337834,63.3163213689803,1.55755928822081,0.629958917678053,3.85103038983052,65.9537953795386,63.8210184489779,68.0865723100994,1.8097936152546,0.899043661674174,3.64315223992243
"IDP3802",1316.7,0.465112909634681,0.792505007358408,41.9710514293654,7.69311070907453e-10,42.2974195301503,1.44737305015233e-08,62.5527638190957,61.528891033183,63.5766366050084,1.61018666729509,0.727772685240809,3.56251499419352,66.2036363636366,63.8620487365662,68.5452239907069,1.92113117732782,0.977638221083614,3.77516439200809
"ufg28b",1357.02,0.37968265432128,0.827090360307934,95.8868773078862,1.50809655934521e-21,96.3706453119212,5.82392517382835e-20,63.3623978201637,62.6238276463369,64.1009679939905,15.8777667388422,14.3674633068695,17.546832814429,64.7560975609759,62.9714704714224,66.5407246505293,12.7021532103415,9.41895637379461,17.1297848483387
"AI920398",1362.42,NA,NA,91.3895754765021,1.42891315185202e-20,91.8714310996163,5.27078932458923e-19,63.4968354430379,62.6762791137141,64.3173917723617,2.09810504570439,1.39716130711095,3.15070619291108,66.7037037037037,62.8605789344079,70.5468284729996,2.93248969229757,1.66194241181034,5.1743644871931
"bnlg1064",1368.12,NA,NA,NA,NA,NA,NA,63.1566265060242,62.4014599858918,63.9117930261566,2.43357970319395,1.76131648239793,3.36243385614304,68.0487804878051,63.0071463446261,73.0904146309841,3.91721553785752,2.30302171067721,6.66280196095946
"umc1024",1391.12,1.21642017122438,0.544324291524222,104.08851384112,2.49727520205703e-23,104.674910989552,9.93491544551534e-22,63.2411924119242,62.5264829540769,63.9559018697716,2.70430580814775,2.05631362697184,3.55649537505195,68.3706896551726,62.9956763194032,73.745702990942,4.67297756160205,2.86689393640363,7.61685635242901
