"","SNP Names","Position (cM)","Mean LOD","Mean P Value","Variance LOD","Variance P Value","Joint LOD","Joint P Value","A Mean Est","A Mean Lower Bound","A Mean Upper Bound","A Standard Deviation Est","A Standard Deviation Lower Bound","A Standard Deviation Upper Bound","B Mean Est","B Mean Lower Bound","B Mean Upper Bound","B Standard Deviation Est","B Standard Deviation Lower Bound","B Standard Deviation Upper Bound"
"11","IDP1464",21.17,4.3198024414858,0.115336513330495,5.00897501625603,0.081717466793196,6.40815392729309,0.170670206168518,60.4937611408206,59.9651521114739,61.0223701701674,11.5123061291676,10.5497898658055,12.5626381281056,61.2495726495733,60.6833682419228,61.8157770572237,12.5550200392812,11.5261655031416,13.6757127202267
"12","fus6",22.62,3.67477274587461,0.159233058547318,4.47158276974751,0.106907491395153,5.49773639751408,0.239928523680555,60.0000000000004,59.4819212470361,60.5180787529646,2.12272692493047,1.61175417186212,2.7956928398199,62.2594936708864,61.6457961759315,62.8731911658413,2.15483890477457,1.58032886065893,2.93820534517987
"13","AY109692",23.62,4.09159348979169,0.129277148025908,4.95688038679156,0.0838739507550152,6.15815091819528,0.187644680925748,62.646296296296,62.0774147737395,63.2151778188524,11.5052348372186,10.5052439269152,12.6004145720411,59.3027522935776,58.7531001074123,59.852404479743,11.1854742896982,10.2175463957616,12.2450958615074
"14","mmp102",24.42,4.40744185223454,0.110391634097007,5.49636156853664,0.0640442656277808,6.90092542699097,0.141217412694203,60.0355805243447,59.486273206521,60.5848878421683,10.1596185004045,9.24048531362847,11.1701760860469,62.3925925925927,61.8229171026114,62.962268082574,10.5565899572883,9.60661675054101,11.6005035300325
"15","AY110314",29.42,4.61771069591564,0.0993749362062213,5.42163647126154,0.0664823861964449,7.18697037641376,0.12633146494963,60.7641921397385,60.2082331159134,61.3201511635636,9.92557510287654,8.97387745476193,10.9782021895747,61.3301435406703,60.7866072974342,61.8736797839064,11.2431747506022,10.3151434462079,12.2546990385333
"16","umc94a",38.62,7.07579957482558,0.0290743252690906,7.82978784309399,0.019942664020398,9.99187339013996,0.0405647963800111,60.977178423236,60.3832891715968,61.5710676748752,7.4169189320875,6.59993792059011,8.33503089075108,60.533112582781,59.9913461036509,61.0748790619111,7.5392501997466,6.79284365659953,8.36767286983801
"17","gpm331",38.71,6.39276625558853,0.040909902603493,6.93487325636615,0.0311968975009542,8.86820135868814,0.0644795834566448,61.5676274944566,60.999403023194,62.1358519657191,9.87350779188727,8.91264719682381,10.9379574848648,61.171189979123,60.564015665563,61.778364292683,10.7891613353298,9.76881970205268,11.9160764422049
"18","lim179",47.02,4.08163182601135,0.129922662031309,4.54390109491339,0.103110861177862,5.74880885579977,0.218709158990547,61.5273722627725,60.9880510234883,62.0666935020568,10.3321004094398,9.41702339234286,11.3360978754229,59.8310580204767,59.2809514459854,60.381164594968,10.8523385674454,9.9214716208669,11.8705426859018
"19","IDP755",52.47,4.61283096725002,0.099617693595768,5.27973803303896,0.0713706173160345,6.68092370653743,0.153741740661302,60.4580291970805,59.9045217050954,61.0115366890655,11.2258407646383,10.2548014602269,12.2888289316746,61.1962457337886,60.6442382376108,61.7482532299663,11.5572370740993,10.5890673960933,12.6139275339974
"20","AY107629",54.63,0.703458283532702,0.703470636988055,1.80658835597137,0.405232550464954,2.19018503014277,0.70082658649198,60.6604823747674,60.1078852825089,61.2130794670259,11.7117797770748,10.7112034402623,12.8058239498193,60.6547406082283,60.10015187573,61.2093293407267,11.9608422031178,10.9566369762143,13.0570855380584
"21","mmp49",56.12,4.13067577936972,0.126775447214332,4.6336066352113,0.0985882376987513,5.83730626026788,0.211632261804823,60.7878228782283,60.2288066576328,61.3468390988238,10.9376968466395,9.97516799252287,11.9931025120241,61.6022944550665,61.0118952808662,62.1926936292667,11.3193578481621,10.3061374076707,12.4321903567271
"22","cdo1081a",57.82,4.31005661784843,0.115899909564681,4.65834350464379,0.0973763654475245,6.02796397324974,0.197069617588361,60.3056057866183,59.755605727534,60.8556058457026,12.8034677589573,11.755955133205,13.9443188407242,61.4316939890709,60.8607930971975,62.0025948809444,13.2402606324222,12.1532391111908,14.4245085619229
"23","asg31",65.22,4.12087994600188,0.127397905923426,5.50999170057076,0.0636092836285985,6.68136339502151,0.153715730441949,60.6431034482754,60.1273027761029,61.1589041204479,10.6957372630722,9.79219913626941,11.6826459520158,61.2936241610733,60.7348205920781,61.8524277300685,11.6813667772828,10.7073296694113,12.7440112519585
"24","npi415",66.02,0.91807939953895,0.631890158507911,1.67621825624061,0.432527604972808,2.17499655411803,0.703609387100717,60.3345259391773,59.8153640955082,60.8536877828465,11.5494117127511,10.5906295038099,12.5949936085147,60.613508442777,60.0296002972339,61.19741658832,12.6556770138913,11.5808442944818,13.8302663093618
"25","ufg31",71.62,4.3868195529031,0.111535787388779,7.26223281202184,0.0264865980994732,8.79384478550563,0.0664640865606146,62.186475409837,61.6391088539971,62.7338419656769,11.3524829606733,10.3458281198069,12.4570858784752,60.3782051282061,59.823875592738,60.9325346636742,12.9566791272125,11.9352713843035,14.0654978508761
"26","gpm330",71.91,4.39865997188525,0.110877422912406,7.24300080629353,0.0267425218121873,8.79185536917013,0.0665179696182362,61.7479338842981,61.2025389537723,62.2933288148239,9.67828411753476,8.76183637927541,10.6905880691043,61.780405405406,61.2357139905685,62.3250968202435,10.5987895427571,9.68706357779545,11.5963252299849
"27","ufg33",72.02,4.77520663396962,0.0918495545594596,7.95776680793699,0.0187065153013034,9.58428185679744,0.0480439557629853,62.0450819672123,61.5006621271424,62.5895018072821,9.84470380759895,8.92190554478069,10.8629476710892,60.5493197278903,59.9840054526906,61.1146340030899,11.1040732123062,10.1517598115481,12.1457209580547
"28","ufg32",72.82,4.28480120169587,0.117372739450371,6.7333663358802,0.0345038913711068,8.18531665465071,0.0850208831631246,62.2521929824572,61.6822506709731,62.8221352939413,8.16835839998067,7.30726097759156,9.13092869614821,60.9298245614046,60.3976438856958,61.4620052371134,8.8154190691016,8.01648931574175,9.69397080231618
"29","ufg34",74.42,4.40623815250868,0.110458093284077,6.82342747906621,0.0329846248562803,8.35029184439536,0.0795572503806163,61.0640668523682,60.4282879454679,61.6998457592686,8.71481761045662,7.71939376538903,9.83860239440672,60.5157024793394,59.9510001130664,61.0804048456125,9.86461608777293,8.98470147990377,10.8307049240094
"30","AY108650",77.57,1.01685201092381,0.601441499815424,4.02759473604852,0.133480835196944,5.00019466178021,0.287277522251901,63.1535087719298,62.6243361006634,63.6826814431961,8.67225863911267,7.8071579579787,9.63321996409766,61.4061855670102,60.7879379668741,62.0244331671463,10.2395525562332,9.24756147352124,11.3379550762735
"31","gpm495",80.45,2.76176265265708,0.251356927933624,7.15482791808092,0.0279478792439811,7.80324300499607,0.0990574362193325,61.997560975609,61.4318320349844,62.5632899162336,5.89372288750583,5.14572990655664,6.75044553552059,61.8448566610447,61.2867157030283,62.4029976190611,6.67485152333381,5.96252853865676,7.47227330983789
"32","gpm83b",80.75,3.77246578798158,0.151641985639205,7.78027128460866,0.020442572972165,8.77870450340841,0.0668752022185906,61.6997578692489,61.0966781349147,62.302837603583,9.61718288339406,8.6247984706159,10.7237527842251,61.3438077634005,60.7796846157367,61.9079309110644,10.228589747513,9.30013723370965,11.2497316538194
"33","gpm767",80.94,4.12041268292889,0.127427673569128,7.86819544544348,0.0195633429263779,9.09019193256995,0.0588842257185977,61.8004338394798,61.2420158088666,62.3588518700929,9.64296770622904,8.70734079354723,10.6791302176074,61.6684303350974,61.1098879587942,62.2269727114005,10.6002301552106,9.66824345702997,11.6220572891897
"34","bnlg1014",81.12,4.0637452226217,0.131089810897774,8.72284081095608,0.0127602500421458,9.91158150794596,0.0419437110895169,61.9225941422598,61.4059507554378,62.4392375290817,8.75586613641513,7.90539520142216,9.69783165110194,60.4524886877831,59.9000665153176,61.0049108602486,10.7630869133521,9.86864963662241,11.7385908072444
"35","umc1363a",82.02,4.13769535985773,0.12633127192354,8.95033304271957,0.01138832556715,10.2253850031876,0.036797507974465,61.0445736434101,60.5377641231664,61.5513831636538,5.79389732722355,5.1263499526205,6.54837195054313,59.9949324324316,59.4048920363234,60.5849728285398,6.79091111265593,6.05752386373741,7.6130898990038
"36","gst12",83.52,0.578945117964796,0.748658336575612,5.82939710596755,0.0542203731394117,6.36772172305312,0.173318144082091,61.4909909909914,60.9567710879212,62.0252108940616,10.2860755177299,9.32071507617618,11.3514197882603,60.5007320644221,59.9592072542453,61.0422568745988,12.8232763679989,11.8437767384011,13.8837822125544
"37","umc1269",84.62,0.560496492580611,0.755596144231757,5.86431931831826,0.0532818431784026,6.38833724657357,0.171963422309286,61.772256728779,61.263652778328,62.28086067923,9.7930759966465,8.89449772094219,10.7824343189482,60.5972644376905,60.0398677137118,61.1546611616691,12.3601027215041,11.3818109326772,13.4224808503472
"38","umc2012",85.72,0.209903249493749,0.900368077066412,3.19346431479005,0.202557363218959,3.28105009228071,0.511940297266768,61.2901098901112,60.7272034070037,61.8530163732188,8.5775286644431,7.69635986201066,9.55958392129053,60.8852691218145,60.3714103770249,61.3991278666041,9.58586159484065,8.78695169451481,10.4574084062396
"39","umc1977",87.52,4.19676980834155,0.122654366921446,7.02047148792985,0.0298898672504764,8.28622889549758,0.0816383927648691,60.1276595744688,59.5797884047455,60.6755307441921,11.090499931653,10.0869173755003,12.1939324131615,61.3857938718671,60.8745189995465,61.8970687441877,12.7421723995057,11.800915062408,13.7585057260462
"40","IDP553",88.91,4.045289568686,0.132305083529125,9.7295447930328,0.00771358363018857,10.8914262444472,0.027811717769432,60.9477272727279,60.4030730495779,61.4923814958778,7.58095646552897,6.76004336717338,8.50155802421667,60.7708933717586,60.2329904657772,61.3087962777399,9.06856755016476,8.27762961139909,9.93508060552147
"41","IDP4043",89.33,4.05280832115961,0.131808632699513,9.65653266504799,0.00800037924721543,10.8253277781837,0.0285988400071786,60.9778761061954,60.4293773130346,61.5263748993561,6.74497693232385,5.97621661752279,7.6126279767347,60.8155619596549,60.283499916759,61.3476240025508,7.78200631773265,7.05795414317342,8.58033661040504
"42","php20603",90.02,0.249123855364543,0.882883584739289,6.69515863584502,0.0351693850429347,6.85295564545464,0.143865904963836,60.7656612529001,60.2294288219497,61.3018936838504,10.4742440007793,9.48889334392863,11.5619159591521,60.441412520064,59.8778483997026,61.0049766404254,13.157941439385,12.1199213829698,14.284863527709
"43","sgb101",90.74,2.78497979941268,0.248455903547102,10.865840877578,0.00437031391311849,11.6531988133321,0.0201253966259384,60.8746177370025,60.3504127300686,61.3988227439363,10.8597162381118,9.97394896912017,11.8241467985687,60.4989648033121,59.9339645553167,61.0639650513075,10.1213797560415,9.16731169406779,11.1747403802466
"44","IDP1437",91.9,4.14252189736567,0.126026768184819,11.8913666828297,0.00261711335524335,13.1161008714439,0.010722218901697,61.1396226415091,60.6508859744267,61.6283593085916,8.82108426347218,8.00922762070013,9.71523488509304,60.6558441558438,60.0690545651951,61.2426337464926,11.1263198752244,10.1731913778335,12.1687471873922
"45","IDP847",93.03,4.03553225220877,0.132952131895433,9.50000111128876,0.00865169039585615,10.628466401236,0.0310726621390939,60.389084507043,59.88041664512,60.8977523689661,11.6875406768954,10.7336807914417,12.7261663289818,61.3615916955026,60.7772608250287,61.9459225659764,13.5151564152479,12.4213231485598,14.7053136565242
"46","gpm125",96.14,4.00198290503705,0.135201171223035,9.47439492968764,0.00876317089825854,10.587734917326,0.0316096849810209,61.8389121338918,61.3185966747592,62.3592275930244,7.5852943350389,6.79700454995695,8.46500686093224,61.9689922480625,61.3546061532904,62.5833783428346,8.99477054227288,8.09326012608881,9.9967004455149
"47","lls1",97.12,4.0159375214033,0.134261114331729,9.41617178877419,0.00902203018413344,10.5505543350069,0.0321076964322326,61.6828358208949,61.1906823388801,62.1749893029096,9.80858639245049,8.94626947428264,10.7540206892638,59.7755834829436,59.1828508335073,60.3683161323799,11.8919724965079,10.8655085359525,13.015406447822
"48","php20689",99.42,4.04205771961763,0.132519051390996,9.43940582337618,0.0089178275372572,10.5841213683371,0.0316577576068425,60.5981941309256,60.02594044978,61.1704478120711,11.895560406238,10.8125208296765,13.087082985318,60.5368217054264,59.9234957248608,61.150147685992,13.7505742480384,12.5865658192615,15.0222304372702
"49","umc1685",101.32,0.112822830944819,0.945150206471399,5.50754268710755,0.0636872213324771,5.57206632984554,0.233467043703744,61.244036697248,60.7514638589533,61.7366095355428,8.90485325996967,8.0925343181178,9.79871180824792,60.8346839546195,60.2635352464432,61.4058326627957,10.7480198936158,9.82393017783773,11.7590342706392
"50","gpm557b",106.62,4.67985475934058,0.0963346338293497,7.89167397093903,0.0193350264590639,9.77953648765893,0.0443097030988827,62.3561643835609,61.846435314554,62.8658934525679,9.496018143154,8.62644725591868,10.4532442962821,61.2543689320381,60.6353082152669,61.8734296488093,11.398494526089,10.3585800175868,12.5428077246779
"51","umc1160",106.63,4.67997054537739,0.0963290568880552,7.89147495441692,0.0193369505496541,9.77957272997096,0.0443090364891061,61.4543889845097,60.9530648714901,61.9557130975292,10.3125391878645,9.43834331151168,11.2677046162891,60.1903945111495,59.6086043979092,60.7721846243897,11.8746516788263,10.86968805046,12.972529831478
"52","gpm584",107.6,3.13993139573908,0.208052318872405,4.26791842669633,0.118367721833625,6.5402350654364,0.162272837121183,62.8296836982971,62.2608325999425,63.3985347966516,7.20332618239075,6.37527388808716,8.13893002885316,61.0831918505945,60.5238677252997,61.6425159758893,8.21733633590339,7.42043640864707,9.09981741487218
"53","gpm346b",108.13,4.84534163311303,0.0886844409996384,6.86412085439354,0.0323202785392417,8.88441226525017,0.0640544603256551,62.6269315673292,62.0925105262149,63.1613526084436,8.19212787936172,7.34913976893251,9.13181151833825,61.1396468699843,60.5965752963479,61.6827184436207,9.5347371603621,8.69149316903924,10.4597922300662
"54","gpm33e",108.55,4.8556970295446,0.088226446429721,6.88328301297406,0.0320120941151081,8.91693164117516,0.0632096654267554,62.8203309692668,62.2847569240285,63.3559050145052,8.11260359130265,7.25733911123227,9.06865946607828,60.6513157894734,60.0992213531425,61.2034102258042,9.7598572052993,8.89379904748648,10.7102501596045
"55","umc2224",109.23,4.8859147002407,0.0869034670828711,6.48898343250845,0.0389883764798077,8.54161763961506,0.0736357238369179,61.6409691629943,61.0597519912259,62.2221863347628,10.4995543703821,9.49642478202947,11.6086468862707,60.8016260162588,60.2595361377789,61.3437158947387,11.3367219803374,10.3996204635073,12.3582649684622
"56","gpm556",110.49,4.94015080921763,0.0845784811538228,6.49534727476717,0.0388645157030022,8.61279540571038,0.0715410050456486,63.0615711252663,62.5322416267099,63.5909006238227,7.34083337254065,6.55770498759426,8.21748381565663,60.578449905483,59.9865621322381,61.170337678728,8.43287109824733,7.58133643077932,9.38005002270359
"57","npi579b",110.53,4.98711848258155,0.0826153945361783,6.52865571108984,0.0382226175720017,8.67258388894263,0.0698251565498156,61.8069767441857,61.2278327379875,62.3861207503838,11.541035699369,10.4638736514797,12.7290819299289,60.3281249999996,59.7829386476257,60.8733113523735,13.2257159549568,12.2050603715597,14.3317244811666
"58","IDP3917",115.28,1.79962493128196,0.406645912670933,5.09467928979166,0.0782896675161101,6.24724959670473,0.181428758702374,61.7389380530968,61.1610330065002,62.3168430996934,11.17540755594,10.1348868674933,12.3227556137734,60.3198847262242,59.8022863489276,60.8374831035209,12.3542356861854,11.4172613117217,13.3681042434511
"59","gpm199c",115.57,0.949000496284361,0.62219592234877,5.4904534672578,0.0642337353453971,5.86470384063168,0.209482679086423,62.3061224489795,61.7338326746455,62.8784122233134,10.1635561158397,9.14404031795522,11.296742941628,61.3982608695651,60.8316957861551,61.9648259529751,12.0885018224877,11.078163236952,13.1909842080007
"60","IDP1425",118.03,1.14858108641659,0.563104225244174,5.96627165604513,0.0506338057458512,6.41547498253275,0.170194666323942,61.0778688524591,60.5256316912768,61.6301060136414,8.33459798313982,7.49061352323273,9.27367609143171,60.7325227963527,60.1948652532962,61.2701803394092,9.24843954440037,8.43602039665357,10.1390975821204
"61","mmp68",121.93,4.09320383516661,0.129173099491346,6.27839439847794,0.0433175593164391,7.50415910729593,0.111526033543499,60.6610526315779,60.1065347915794,61.2155704715764,10.6915638564512,9.70825938458306,11.7744626681586,61.4992343032148,60.9772801450073,62.0211884614224,11.742926174289,10.8153502285152,12.7500554509304
"62","umc2225",123.03,4.101915359803,0.128611675773835,6.02658853313854,0.0491295659989103,7.265884713925,0.122487022615253,60.5957446808519,59.9902187472699,61.2012706144339,9.8238875637552,8.82438410599947,10.9366008671008,61.1628664495123,60.6351988603445,61.6905340386801,10.2670078420489,9.39217198713623,11.223330468508
"63","csu1171",125.63,4.36846662365462,0.112564002068634,4.63644486589822,0.098448428843857,6.15857671438845,0.187614527586504,59.499082568807,58.9560143541219,60.0421507834921,13.3426515151378,12.2682368810313,14.5111600942158,62.6220735785949,62.0975848560607,63.1465623011292,13.5014152139875,12.4615620610955,14.6280387552368
"64","mmp171b",130.13,4.11284619250568,0.127910676788693,4.78371811027985,0.0914594974846818,5.91783425701932,0.205369066717746,60.8680688336523,60.2960240732684,61.4401135940362,7.80548410179791,6.99664791446747,8.70782449084508,61.0477759472821,60.5072474210489,61.5883044735152,7.91737320008412,7.15288070362846,8.76357386438893
"65","gpm403b",131.93,0.216763118669551,0.897285163575245,0.726103052859332,0.695550593337019,0.764179636284801,0.943184745061393,61.8643122676573,61.3123634877927,62.4162610475219,10.0422966126793,9.12974967940196,11.0460554558858,61.6918714555758,61.1396641713731,62.2440787397785,9.97014478765984,9.05684261438022,10.9755453770467
"66","umc1568",140.13,4.474542723137,0.106749387823054,4.61111983008243,0.0997029598351552,6.19555175812653,0.185012568002354,62.0455311973017,61.5105783943493,62.580484000254,8.95245384162718,8.13174300810874,9.85599639665759,60.09841827768,59.5561532912466,60.6406832641133,8.89847177978996,8.06650500098952,9.81624631807765
"67","IDP3783",140.14,4.47700661293788,0.106617959431991,4.59765018287841,0.10037670792286,6.19039817951465,0.185373280220575,61.3797054009815,60.8516047342326,61.9078060677304,11.5857462690453,10.6435351602888,12.6113659220584,60.3084112149528,59.7372460804367,60.8795763494689,11.718861445919,10.7032981586519,12.830784637877
"68","bnlg1429",141.83,4.45836534861277,0.107616351809966,4.57588383576628,0.101475091162546,6.16280270372862,0.187315493292534,61.7318255250403,61.2205047917245,62.2431462583562,11.5881136007251,10.6606506140197,12.5962646826371,60.2969034608378,59.731519409629,60.8622875120466,12.0493614517602,11.0279449339413,13.1653823323251
"69","IDP209",144.3,4.47308365164372,0.10682729373152,4.59237077649003,0.100642022661407,6.18592932470217,0.185686576615874,61.2027257240204,60.6568042413308,61.74864720671,10.7512763452846,9.82867750487856,11.7604777443662,60.4497257769652,59.8893943185732,61.0100572353572,10.6603145546256,9.71416635943569,11.6986164534003
"70","php20640",145.23,4.40942182181936,0.110282402135953,4.53231298668092,0.103710025205685,6.06713933314015,0.194190059892452,60.2641843971623,59.7021377929161,60.8262310014086,13.4292422752834,12.3474115772549,14.6058586416987,60.6312741312734,60.073714025866,61.1888342366808,12.7654710650272,11.694351187793,13.934697949053
"71","lim504",149.93,4.13338547627298,0.126603801998852,4.86806851432377,0.0876823848074813,6.10081559124645,0.191744747931744,60.5694915254236,60.0484263259457,61.0905567249016,11.8050916650388,10.8471092992342,12.8476800016947,61.5297397769516,60.9594412150585,62.1000383388447,12.3232435853882,11.2780591831022,13.4652895502043
"72","gpm283b",151.4,0.748866975120796,0.687678747025896,0.692863172502494,0.707207200328008,1.22896097903538,0.873307752015114,61.960502692998,61.4479281976864,62.4730771883096,6.47188751958771,5.77989548967923,7.24672758201026,61.9845474613685,61.3822895631856,62.5868053595513,6.75889801485804,5.96236384322675,7.66184412364361
"73","IDP343",152.71,4.05622411536194,0.131583709245548,4.62009350109291,0.0992566111503652,5.75803035369517,0.217962145486062,60.5681003584226,60.0174066505389,61.1187940663062,10.5121902610701,9.58532339202239,11.5286818780584,60.8672727272724,60.3022491219915,61.4322963325532,10.6917900817592,9.74256911272097,11.7334938895269
"74","IDP622",152.96,4.08000682636921,0.130028267067189,4.53322405280941,0.103662792618929,5.68815587004901,0.223678803376663,60.6888111888104,60.1367553178804,61.2408670597404,6.8081563770262,6.08398283581245,7.61852794541174,60.9928825622769,60.4385466688503,61.5472184557035,6.78441966679716,6.05673461362523,7.59953228125246
"75","IDP3970",156.2,4.13535921902674,0.126478921960858,4.49242906100509,0.105798966239111,5.7060094746662,0.222205768299065,61.3928571428566,60.8244151236265,61.9612991620867,12.1779636317204,11.1537802539162,13.2961915009428,60.389078498293,59.8598008672424,60.9183561293435,11.6206242276564,10.6643124297643,12.6626923516887
"76","umc1976",158.93,4.15943960578321,0.124965222187412,4.49717411296935,0.105548252972299,5.73905097107664,0.219502073603606,60.9144050104393,60.3136247722436,61.515185248635,10.0837863903916,9.10740843016798,11.1648389052396,60.3070607553375,59.7719312531881,60.8421902574868,10.1231178925629,9.24888021287315,11.079991686355
"77","gpm667",162.62,1.22847260129673,0.541053940111481,2.9804017312424,0.225327390467233,3.43850344219104,0.487290423654521,61.5824175824173,61.018882051661,62.1459531131737,10.9877859415181,10.0218019655474,12.0468794246452,61.3584521384926,60.8071518660238,61.9097524109614,10.2470391758934,9.29940350393166,11.2912416186587
"78","gpm774d",162.74,1.39455317223039,0.497939554358105,3.13208306800872,0.208870354266911,3.61483944459468,0.46063287995434,61.9333333333335,61.380604394124,62.486062272543,9.83106356466125,8.94433684056157,10.8056989059394,61.5770750988144,61.0381407344628,62.1160094631659,9.1191361633413,8.24864142219054,10.0814958620756
"79","umc2226",164.13,3.92719473424759,0.140352611804532,0.604842242018711,0.739026779646369,4.18508352971072,0.381536623393799,60.6395759717321,60.0986633541048,61.1804885893595,10.5295455323473,9.61177506786861,11.5349483664477,60.812627291243,60.2489259322811,61.376328650205,10.2441573976469,9.28865358743849,11.2979518290663
"80","mmp135",164.33,4.09082092720029,0.129327095016325,4.76058869701389,0.0925233393949822,5.97321476328923,0.201157560940258,60.987972508591,60.453879866941,61.5220651502409,6.55337864326911,5.85505128065105,7.33499496135588,61.3924528301886,60.8256776427476,61.9592280176295,6.61439879531434,5.87775410197832,7.44336538487217
"81","bnlg1127",165.83,3.98867671323757,0.136103676478933,5.60612487577683,0.0606241204489423,6.81514185404756,0.145985613541578,60.5638686131382,60.0213246363533,61.106412589923,7.46445489750425,6.70039498902347,8.31564213873242,60.9828244274804,60.3880592151465,61.5775896398142,7.88643063599807,7.06188800314162,8.80724646847129
"82","bnlg1953",168.33,4.08980145519543,0.129393034497181,4.63395955345794,0.0985708424395786,5.78111748679794,0.216101740740324,61.3216266173744,60.7694833450755,61.8737698896732,5.3358623732466,4.68050714816541,6.08297912276207,61.0017271157159,60.4497375800594,61.5537166513723,5.45503552322201,4.80601516183705,6.19170176488573
"83","gpm768",168.34,4.06087749155004,0.131277910882534,4.60661325263096,0.0999278726921136,5.73661086401824,0.219700748269588,62.2213438735171,61.6605532562845,62.7821344907497,9.70663360568543,8.79063063337879,10.7180860946728,62.1649899396371,61.5801758915226,62.7498039877516,9.9980039084284,9.04641840374136,11.049685930026
"84","gpm291",168.35,4.02559124732512,0.133614615866826,4.59617243532375,0.1004509010465,5.69268251298338,0.223304518992763,61.7520325203245,61.1759596580073,62.3281053826417,10.5651201900268,9.58457285758306,11.645982172424,61.4386281588441,60.8969175407131,61.980338776975,10.5440236293101,9.61926671494443,11.5576828868593
"85","IDP4048",177.32,2.56431944600506,0.277437464872352,3.77180321651154,0.151692230788168,5.63963392705409,0.227725469338901,59.8791593695267,59.3406092735324,60.417709465521,10.1145278814782,9.22203240265357,11.0933978323219,61.8730434782604,61.3172996156122,62.4287873409087,10.4396315785,9.52151351320189,11.4462797688311
"86","IDP2552",178.95,3.17936834839476,0.20399002687566,4.29166720364292,0.116970489578733,6.00591243433152,0.198707164198795,59.7625482625482,59.1861410632303,60.338955461866,11.6035890737941,10.5811179725553,12.724863265177,61.8009554140126,61.278896211616,62.3230146164092,11.5732202779187,10.643163089834,12.5845508962617
"87","npi403b",182.13,2.91514872950369,0.232800278981404,2.61816168949097,0.270068176920465,4.58840215782151,0.332193580887294,59.6557017543849,59.049046903192,60.2623566055779,10.3618128021209,9.35176195766699,11.4809556778947,62.0517928286843,61.4494888618449,62.6540967955237,10.7557040936196,9.75408091416197,11.860181555552
