"","SNP Name","Position (cM)","Mean LOD","Mean P Value","Variance LOD","Variance P Value","Joint LOD","Joint P Value","Mean Est Intercept","Mean SE Intercept","Var Est Intercept","Var SE Intercept","Mean Est QTL","Mean SE QTL","Var Est QTL","Var SE QTL","Mean Est Low Water","Mean Est Low Nitrogen","Mean Est Pathogen","Mean Est Low_W_N","Mean SE Low Water","Mean SE Low Nitrogen","Mean SE Pathogen","Mean SE Low_W_N","A Mean Est","A Mean Lower Bound","A Mean Upper Bound","A Standard Deviation Est","A Standard Deviation Lower Bound","A Standard Deviation Upper Bound","B Mean Est","B Mean Lower Bound","B Mean Upper Bound","B Standard Deviation Est","B Standard Deviation Lower Bound","B Standard Deviation Upper Bound"
"11","IDP1464",21.17,0.00177938344780059,0.966353022799981,12.0428687663539,0.000519908956740906,12.0445237442078,0.00242418020363682,69.6484900378414,0.329126549565563,4.80100719650042,0.0703995953067223,0.0121646421311839,0.134173297243206,-0.130319167314963,-0.130319167314963,4.20646912560693,-16.0292007024849,-1.63587825524606,1.21300510328775,0.359346019129077,0.424663212048557,0.269194806579807,0.550923288151668,63.3843843843844,63.3843843843844,63.3843843843844,63.3843843843844,63.3843843843844,63.3843843843844,63.3843843843844,63.3843843843844,63.3843843843844,63.3843843843844,63.3843843843844,63.3843843843844
"12","fus6",22.62,0.0050712878323308,0.943228254944625,11.7407448441891,0.000611465474143469,11.7441347460875,0.00281704343014816,69.5986596971189,0.331464199331199,4.80751322299745,0.0695769250242444,0.0207899671695574,0.135413256955623,-0.129642617714486,-0.129642617714486,4.2281978356875,-15.9695781113263,-1.62306589406764,1.19883560630289,0.35965292976934,0.424796740810226,0.269247756740773,0.551014707505453,62.2698660018697,62.2698660018697,62.2698660018697,62.2698660018697,62.2698660018697,62.2698660018697,62.2698660018697,62.2698660018697,62.2698660018697,62.2698660018697,62.2698660018697,62.2698660018697
"13","AY109692",23.62,0.000350374967631438,0.985065824989982,11.94477501984,0.000548008480140049,11.9449604540025,0.00254791417020811,69.6130753711157,0.331558000982574,4.80866009342462,0.0731268478346509,0.0054526610454379,0.135762800353999,-0.131205755369638,-0.131205755369638,4.22858132631547,-15.9668552741739,-1.62378245132845,1.1972599930746,0.359575254319013,0.424757097397949,0.269204327018063,0.550941900730248,64.6134815346002,64.6134815346002,64.6134815346002,64.6134815346002,64.6134815346002,64.6134815346002,64.6134815346002,64.6134815346002,64.6134815346002,64.6134815346002,64.6134815346002,64.6134815346002
"14","mmp102",24.42,0.742950504777979,0.388717362454003,7.57003160444395,0.00593467435442731,8.35197184328678,0.0153600403910043,69.8523961609482,0.330240153098447,4.78667215545065,0.0655078803695975,-0.252484032673661,0.135245279833267,-0.104317053630008,-0.104317053630008,4.2714696386638,-15.9334943492646,-1.62618424713836,1.09793521734019,0.360521968580994,0.426147690651135,0.269897742786542,0.55255467487817,61.9976407145265,61.9976407145265,61.9976407145265,61.9976407145265,61.9976407145265,61.9976407145265,61.9976407145265,61.9976407145265,61.9976407145265,61.9976407145265,61.9976407145265,61.9976407145265
"15","AY110314",29.42,2.59402707825324,0.107267291444142,10.4213921220432,0.00124563962118069,13.3121402222895,0.00128619103922857,70.0312862351071,0.327214688396945,4.79603237315848,0.0635888373175612,-0.473456750994001,0.13595723873763,-0.124645298802613,-0.124645298802613,4.29140681089143,-15.9106997803841,-1.62717566809563,1.04362561324029,0.359351311345952,0.425731980683921,0.269064935222036,0.551258727589077,62.3160685154976,62.3160685154976,62.3160685154976,62.3160685154976,62.3160685154976,62.3160685154976,62.3160685154976,62.3160685154976,62.3160685154976,62.3160685154976,62.3160685154976,62.3160685154976
"16","umc94a",38.62,2.4297994886354,0.119048125264459,0.139723023600365,0.708556519672301,2.60135335708706,0.272347438998482,70.1171471294952,0.318150529701832,4.69353830172577,0.0634304745416787,-0.472546652225528,0.139950121122441,-0.0150343475859227,-0.0150343475859227,4.22082929249596,-16.1767795597296,-1.6925438427666,1.2067025261645,0.361196803697761,0.429372256660086,0.270960143735102,0.555698203139258,63.0424610051993,63.0424610051993,63.0424610051993,63.0424610051993,63.0424610051993,63.0424610051993,63.0424610051993,63.0424610051993,63.0424610051993,63.0424610051993,63.0424610051993,63.0424610051993
"17","gpm331",38.71,2.45023075274414,0.117507592705911,0.136126141727228,0.712162933811437,2.61826797099816,0.270053825675343,70.1199846498127,0.31822504964348,4.69331329520665,0.0631575027692836,-0.474894598329647,0.140050053015383,-0.0148459697443774,-0.0148459697443774,4.22064809531929,-16.177187443726,-1.69286242450396,1.20690512227397,0.36118207821445,0.429373268047297,0.270957515020885,0.555698965624864,63.425540765391,63.425540765391,63.425540765391,63.425540765391,63.425540765391,63.425540765391,63.425540765391,63.425540765391,63.425540765391,63.425540765391,63.425540765391,63.425540765391
"18","lim179",47.02,8.59213649674021,0.00337617671734992,0.478745158238143,0.488991258802613,9.1556416963267,0.0102772676389262,70.5004144739744,0.32017987406346,4.69412183023062,0.0694482592385678,-0.867170452634536,0.136191519999628,-0.0266657804212345,-0.0266657804212345,4.22050257552246,-16.1178341656893,-1.72629212614361,1.1644035035789,0.359359601903138,0.428949940945537,0.270149395847025,0.554791733224258,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505,62.5759403832505
"19","IDP755",52.47,14.9617420285783,0.000109713171372287,0.518463427896013,0.471497876876722,15.5005265454685,0.000430629152735881,70.7209986005433,0.318053970709756,4.68821237738433,0.0763574319925163,-1.13285068788433,0.135101715106665,-0.0276389427963471,-0.0276389427963471,4.23982034547021,-16.1358441610894,-1.7352746704134,1.17501149442671,0.358291089019972,0.428034137157745,0.26952705810806,0.553634213243155,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501,62.1361161524501
"20","AY107629",54.63,14.960672789296,0.000109775360826517,0.518229489306295,0.471597910123758,15.4991417251421,0.000430927427990312,70.7210412369861,0.318057517113971,4.68821115120308,0.0747985689598192,-1.13283485465635,0.135104877014043,-0.0276337794195896,-0.0276337794195896,4.23973933436396,-16.1358935381764,-1.73526366056403,1.17505984094645,0.358291448525655,0.428033551482364,0.269527304809638,0.553634239461176,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428,62.0921428571428
"21","mmp49",56.12,14.8663686110631,0.000115402235038527,0.577103060814363,0.447450074121515,15.4567918561338,0.000440149582733793,70.7183621182088,0.318262193760209,4.68989391031039,0.0699068946476961,-1.12856466257413,0.135005739492223,-0.0291750685346641,-0.0291750685346641,4.24244098429621,-16.1312728505857,-1.73537612421615,1.17195023030021,0.358316385380687,0.428058226234577,0.269525191612177,0.553632277632982,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618,62.7858711566618
"22","cdo1081a",57.82,14.888336554217,0.000114066060861246,0.571418758486862,0.449695689738313,15.4746476430397,0.000436237463632371,70.7188002967684,0.318230248473216,4.68971773027429,0.0698836725791201,-1.12920191707892,0.134984880711839,-0.0290233042039938,-0.0290233042039938,4.24236153385668,-16.1318125811818,-1.73533224687478,1.17225005636699,0.358313207120595,0.428053232563465,0.269524266803874,0.553629526916739,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032,62.0191791331032
"23","asg31",65.22,7.31885562582906,0.00682348478595262,0.0251570319006936,0.873976398552894,7.33376326847043,0.025556038896436,70.4011914637547,0.317461510210493,4.68668455465123,0.063898157660885,-0.796042245883558,0.136814406280381,-0.00603402556730458,-0.00603402556730458,4.21490521150939,-16.2052579549547,-1.69209238797026,1.22633624958598,0.361084392204202,0.428757876907124,0.270544290842689,0.5548088288687,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722,62.3431952662722
"24","npi415",66.02,7.32262394708929,0.00680919248540401,0.0252271799614101,0.87380228875602,7.3376032612021,0.0255070184692098,70.4016764591173,0.317479090027936,4.6866860994253,0.0639165566418952,-0.796436816600761,0.136846426769967,-0.00604416601927599,-0.00604416601927599,4.21490128995864,-16.2052626342492,-1.69215045711658,1.22637417407313,0.361082097044027,0.428757923566081,0.270543711189336,0.554808558779878,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774,61.9465558194774
"25","ufg31",71.62,0.620146596159976,0.430992815137187,0.0379683799435886,0.845506646618794,0.662923361955858,0.71787366390647,69.5637574307763,0.315395057030826,4.68272829543455,0.062341055965949,0.239146061164817,0.141500996399631,0.00761255819805629,0.00761255819805629,4.22786265849159,-16.2154981211408,-1.65291180963368,1.21527516495421,0.362528839521825,0.429273023526677,0.271315380637249,0.55576944925679,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381
"26","gpm330",71.91,0.618856880125904,0.431472393850073,0.0379643627680396,0.845514716869717,0.661624464786269,0.718340037367955,69.563961873845,0.315391890618452,4.68272967481634,0.0623453380195037,0.23887019042846,0.1414851190333,0.00761157159507648,0.00761157159507648,4.22785155758535,-16.2154965113166,-1.65292734816635,1.2152833571016,0.362528719849732,0.429273442198116,0.271315437540331,0.555769804877143,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128,61.8684433164128
"27","ufg33",72.02,0.622475808309139,0.430128745386812,0.0380247780585769,0.845393393131308,0.665346933003502,0.717004281851294,69.5634444077585,0.315390680296052,4.68272400204399,0.0623326379015894,0.239575525706536,0.14148927315462,0.00761716722614432,0.00761716722614432,4.22787315610482,-16.2154993426129,-1.65289449030038,1.21526617797684,0.362528841149287,0.429272555058492,0.271315192043894,0.555768865376367,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381,63.8699763593381
"28","ufg32",72.82,0.626417007324574,0.428672633098279,0.0392301362279167,0.842993434037635,0.670795405637318,0.715053650943454,69.5629809935376,0.315371199746289,4.68263198584093,0.0623142311725534,0.240407695707469,0.141531438984375,0.0077397578885718,0.0077397578885718,4.22791386022991,-16.2155297851125,-1.65289070188587,1.21524841346095,0.362527463945496,0.429272423426507,0.271314455356571,0.555768009613542,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646,63.9495478343646
"29","ufg34",74.42,0.643815451167636,0.422332534720346,0.0401763371328401,0.84113619870656,0.689532600938958,0.708385883573311,69.5605175701864,0.315370520281371,4.68256683993008,0.0622587736567847,0.243970867600163,0.141671618336369,0.00784209738036503,0.00784209738036503,4.22803081897882,-16.215554525653,-1.65273338977719,1.21516233807279,0.362528442600354,0.429268408060707,0.27131297647328,0.555763657893559,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299,63.6729927007299
"30","AY108650",77.57,2.95903393578062,0.0853989507151681,0.00638443972719017,0.936314651068953,2.97178520625765,0.226300254183431,69.3405509641672,0.316752249233793,4.68502272842972,0.0619823916503314,0.514878106335002,0.139414458310455,0.0030577113714289,0.0030577113714289,4.23061674322714,-16.2095846901954,-1.65259998484653,1.20727343542963,0.362300688728138,0.429130277761108,0.2710829292502,0.555362625006652,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183,64.4837592031183
"31","gpm495",80.45,0.0991782270037517,0.75281803119922,2.86438621741737,0.0905602500247244,2.95901256056235,0.227750105348268,69.8121509764111,0.318204017095026,4.74389772902749,0.0657558989520712,-0.0930219090829631,0.137666594294777,-0.066084816184653,-0.066084816184653,4.21726337933737,-16.2155002297775,-1.65578405357609,1.21497271241849,0.363056734971424,0.42869590852396,0.270857634928454,0.554697321196741,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162,62.8720568636162
"32","gpm83b",80.75,0.0993150560043432,0.752653146937395,2.86664515620282,0.0904332001166272,2.96140637970881,0.227477672138354,69.8121830694957,0.318201123340105,4.74391452354633,0.0657529721887554,-0.0930759639841533,0.137651682758104,-0.0661052943169232,-0.0661052943169232,4.21725115665018,-16.2154615497096,-1.65577331748172,1.21495528700163,0.363056343046038,0.428695266523228,0.270857155636739,0.554696413640923,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065,63.1919521479065
"33","gpm767",80.94,0.0993150282097903,0.752653180418228,2.86699225459524,0.0904136953489277,2.96177579578741,0.227435659063746,69.8121781440689,0.318200026253297,4.74391557179208,0.0657528151523254,-0.0930741156375744,0.137648964851292,-0.0661077302332512,-0.0661077302332512,4.21725177396284,-16.2154596813439,-1.6557714311424,1.21495606723664,0.363056262093843,0.428695114392119,0.27085709314698,0.554696261558576,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711,62.5371402042711
"34","bnlg1014",81.12,0.0991796776765469,0.752816282426626,2.86688791820432,0.0904195579242782,2.96154905224556,0.227461445308874,69.812129655179,0.318199373711181,4.74391399625966,0.065756403959734,-0.0930096389658769,0.137647445671269,-0.0661057466021774,-0.0661057466021774,4.21725336025471,-16.2154666405664,-1.65576814884474,1.21496142121107,0.363056304399989,0.428695088887956,0.270857131736814,0.554696301218566,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155,63.1607524583155
"35","umc1363a",82.02,0.329304982611521,0.56606862635383,1.07039595986517,0.300856024985166,1.40022885665509,0.496528483616595,69.621734717382,0.31831884638516,4.72357139309845,0.0638323572846152,0.169605442390537,0.13762608108043,-0.0400716526321555,-0.0400716526321555,4.21907057060807,-16.2395260277573,-1.65776650784938,1.22836691658373,0.363022836945342,0.429230790214789,0.271156186163085,0.555414007792761,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466,63.4437846397466
"36","gst12",83.52,0.979094817111588,0.322422383447051,0.460505656261216,0.497387748852661,1.41961524169448,0.491738788653528,69.5185926468767,0.315717957373783,4.71144277322186,0.0617597629002112,0.299973462626742,0.141222918259259,-0.0269229381521878,-0.0269229381521878,4.2311121407554,-16.1941052717233,-1.64934937787246,1.20084348106264,0.36309576610933,0.429070097454345,0.271237614458593,0.555411454968687,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839
"37","umc1269",84.62,1.04613952572458,0.306397867062547,0.391948867970557,0.531276768923153,1.41790815513663,0.492158688167279,69.5126456986208,0.315588824954969,4.70956551245183,0.0619118236624572,0.311189068472406,0.141721224836137,-0.0248951576995565,-0.0248951576995565,4.23263605664284,-16.1967964828385,-1.65040185893077,1.20251028675509,0.363048048034692,0.429099130780908,0.271241562598233,0.555433575703625,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227,63.8550543024227
"38","umc2012",85.72,1.10910561795928,0.29227644998101,0.324643850170714,0.568830135509192,1.41492073895736,0.492894378897991,69.5079253779669,0.315374924010564,4.70754839376185,0.0620833967940405,0.320886905019578,0.141921901757575,-0.0226790939599181,-0.0226790939599181,4.23404495882711,-16.1993777287646,-1.65150201777985,1.20417931594857,0.362995091210905,0.429130113459876,0.271244563120737,0.555457385633533,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294,64.0325765054294
"39","umc1977",87.52,0.309987380233335,0.577687929436184,0.011173729843187,0.915815727025126,0.322119983723934,0.851241002042607,69.6316351582816,0.312190247474752,4.68588651698287,0.0634246264253211,0.173404135776493,0.145076223739306,0.00441322135955896,0.00441322135955896,4.22297497713102,-16.2165907668761,-1.66155389374367,1.22216764620679,0.362448256108117,0.429481650160822,0.271310729823631,0.555871701562494,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839,63.5186938002839
"40","IDP553",88.91,0.0100711885912836,0.920062246674975,9.73207152354457e-05,0.992128895773234,0.0101753626103124,0.994925239024582,69.7212744399443,0.313067629205604,4.68957969666201,0.0669684828908689,0.0309435241143034,0.143381027869126,-0.000298604257105119,-0.000298604257105119,4.22254991176905,-16.2158450211253,-1.6613663327844,1.22138087753966,0.362585050704043,0.429454202273701,0.27134792611428,0.555915668446238,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688,63.2432175154688
"41","IDP4043",89.33,0.0264890219487696,0.870711747099998,0.0107337785613977,0.917483652483968,0.037347658422736,0.981499446487406,69.7079893623879,0.314048596448314,4.69248691594602,0.0655452762564047,0.0502382982627011,0.143574898709617,-0.00399014825868965,-0.00399014825868965,4.22397840013541,-16.218112079831,-1.66140088228899,1.22137771880167,0.362641994598941,0.429469569905147,0.271350058778458,0.55591224297307,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487,63.2179487179487
"42","php20603",90.02,0.152826613857953,0.695848648320855,0.00243669520198388,0.960630099216079,0.154944225690378,0.925452832283185,69.6600561601658,0.313841271447582,4.69049071991486,0.0684427653647459,0.122199658028093,0.145553946695253,-0.00188289129802578,-0.00188289129802578,4.22501393567947,-16.2156511337961,-1.66170839952387,1.21922040188236,0.362550680778922,0.429489598911522,0.271333364528172,0.555908400900382,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996,63.2131495227996
"43","sgb101",90.74,0.0129843075986454,0.909278455176137,0.221034399377455,0.638252885760668,0.23400949253515,0.889580970964074,69.7154511203041,0.315554449125418,4.70508468075142,0.0669146945554758,0.0350647626845713,0.14314910325854,-0.0186603271791673,-0.0186603271791673,4.23088817780732,-16.2188658828585,-1.65729498077835,1.20958161875841,0.362947388989404,0.429303725300568,0.271337152983464,0.555753943540989,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683,63.4317524580683
"44","IDP1437",91.9,0.591819007799164,0.441716580482734,4.90119742529075,0.026838079675904,5.47289289625986,0.0648002091419473,69.5237045851059,0.324055321658653,4.76790831934868,0.0629886256919856,0.222611113742336,0.134772937558919,-0.0841200579387809,-0.0841200579387809,4.23845331198575,-16.1308177780874,-1.66437821273306,1.15658042408825,0.362887963456669,0.427665771255036,0.270456691960307,0.553670263003059,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715,63.7060550458715
"45","IDP847",93.03,0.961790261561872,0.326736234486737,6.46786490818147,0.0109842418589601,7.43648144658872,0.0242766396255355,69.4614532246141,0.32601785099929,4.78069474398373,0.0638562884380449,0.285829648761253,0.135714352522594,-0.0967947028829732,-0.0967947028829732,4.23649862652821,-16.1095800584571,-1.66047994453666,1.12852357874162,0.3626455086897,0.427068712998743,0.270143756316609,0.552956390006972,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113,63.9575471698113
